1,17
2,11
3,22
4,7
5,22
6,8
7,13
8,11
9,8
10,8
11,11
12,22
13,11
14,7
15,11
16,21
17,13
18,6
19,22
20,11
21,11
22,21
23,8
24,7
25,7
26,7
27,13
28,13
29,1
30,11
31,7
32,21
33,11
34,17
35,13
36,7
37,20
38,11
39,22
40,7
41,6
42,6
43,7
44,8
45,6
46,13
47,21
48,17
49,6
50,21
51,11
52,22
53,6
54,17
55,7
56,17
57,7
58,13
59,7
60,6
61,21
62,21
63,22
64,41
65,22
66,6
67,11
68,6
69,22
70,8
71,8
72,22
73,7
74,13
75,11
76,8
77,7
78,7
79,21
80,7
81,6
82,7
83,7
84,7
85,7
86,2
87,17
88,22
89,8
90,7
91,11
92,6
93,1
94,6
95,8
96,6
97,1
98,6
99,20
100,22
101,6
102,22
103,21
104,22
105,13
106,6
107,17
108,20
109,6
110,2
111,22
112,8
113,21
114,7
115,9
116,20
117,1
118,22
119,22
120,11
121,7
122,11
123,6
124,6
125,22
126,17
127,7
128,20
129,6
130,7
131,7
132,6
133,6
134,20
135,22
136,6
137,6
138,6
139,8
140,13
141,22
142,6
143,7
144,6
145,8
146,17
147,7
148,7
149,6
150,11
151,7
152,1
153,8
154,7
155,7
156,6
157,22
158,17
159,6
160,8
161,8
162,20
163,8
164,21
165,8
166,6
167,7
168,2
169,11
170,14
171,6
172,1
173,8
174,22
175,6
176,22
177,1
178,6
179,13
180,22
181,17
182,13
183,21
184,6
185,21
186,13
187,22
188,6
189,6
190,7
191,6
192,6
193,6
194,7
195,13
196,1
197,7
198,8
199,7
200,21
201,13
202,6
203,22
204,8
205,1
206,20
207,13
208,9
209,7
210,1
211,1
212,17
213,20
214,6
215,6
216,22
217,22
218,8
219,1
220,1
221,42
222,13
223,20
224,13
225,21
226,1
227,8
228,8
229,1
230,1
231,22
232,1
233,6
234,41
235,20
236,13
237,13
238,17
239,41
240,1
241,17
242,8
243,17
244,17
245,21
246,7
247,1
248,1
249,20
250,14
251,8
252,13
253,14
254,2
255,22
256,9
257,8
258,17
259,21
260,9
261,2
262,2
263,7
264,6
265,6
266,2
267,22
268,1
269,6
270,13
271,1
272,2
273,14
274,22
275,22
276,13
277,1
278,13
279,1
280,21
281,1
282,1
283,21
284,7
285,1
286,1
287,9
288,7
289,13
290,21
291,8
292,8
293,9
294,9
295,20
296,9
297,7
298,7
299,7
300,7
301,20
302,2
303,8
304,1
305,1
306,6
307,6
308,6
309,6
310,22
311,1
312,8
313,17
314,1
315,8
316,8
317,17
318,9
319,1
320,1
321,1
322,20
323,42
324,1
325,22
326,2
327,1
328,1
329,9
330,9
331,9
332,1
333,22
334,1
335,6
336,7
337,1
338,8
339,13
340,9
341,1
342,1
343,17
344,22
345,7
346,20
347,22
348,14
349,21
350,21
351,8
352,1
353,20
354,21
355,17
356,20
357,13
358,7
359,13
360,13
361,13
362,17
363,6
364,17
365,6
366,1
367,22
368,22
369,6
370,22
371,1
372,9
373,20
374,22
375,1
376,8
377,8
378,13
379,8
380,8
381,1
382,1
383,2
384,8
385,1
386,1
387,22
388,7
389,2
390,6
391,2
392,6
393,8
394,21
395,1
396,1
397,1
398,20
399,1
400,1
401,8
402,7
403,21
404,7
405,16
406,7
407,8
408,17
409,15
410,22
411,22
412,2
413,22
414,22
415,22
416,16
417,14
418,6
419,22
420,22
421,17
422,21
423,16
424,9
425,16
426,1
427,1
428,6
429,22
430,22
431,21
432,22
433,22
434,8
435,22
436,22
437,22
438,22
439,1
440,22
441,9
442,9
443,20
444,7
445,22
446,1
447,13
448,1
449,7
450,6
451,1
452,16
453,13
454,21
455,17
456,7
457,8
458,2
459,16
460,22
461,7
462,6
463,21
464,8
465,19
466,22
467,22
468,6
469,2
470,22
471,22
472,22
473,22
474,8
475,2
476,7
477,7
478,22
479,8
480,9
481,21
482,1
483,6
484,17
485,22
486,15
487,22
488,6
489,6
490,21
491,20
492,22
493,7
494,8
495,6
496,6
497,20
498,13
499,13
500,41
501,6
502,17
503,6
504,8
505,16
506,6
507,16
508,7
509,2
510,7
511,15
512,9
513,6
514,2
515,2
516,19
517,6
518,6
519,8
520,22
521,21
522,19
523,7
524,15
525,7
526,1
527,2
528,15
529,15
530,6
531,17
532,22
533,9
534,6
535,6
536,6
537,13
538,6
539,13
540,16
541,9
542,20
543,13
544,8
545,7
546,9
547,8
548,8
549,6
550,13
551,17
552,22
553,20
554,21
555,16
556,6
557,7
558,17
559,7
560,6
561,16
562,22
563,2
564,22
565,1
566,6
567,7
568,7
569,17
570,6
571,7
572,6
573,7
574,7
575,17
576,6
577,17
578,2
579,7
580,2
581,7
582,7
583,7
584,7
585,22
586,17
587,6
588,6
589,9
590,6
591,8
592,9
593,6
594,17
595,17
596,17
597,13
598,7
599,2
600,6
601,2
602,7
603,22
604,20
605,13
606,21
607,1
608,21
609,17
610,10
611,1
612,22
613,2
614,1
615,1
616,17
617,1
618,13
619,22
620,10
621,1
622,10
623,10
624,1
625,1
626,1
627,10
628,21
629,1
630,1
631,17
632,2
633,22
634,22
635,1
636,1
637,22
638,13
639,22
640,21
641,10
642,1
643,22
644,22
645,1
646,10
647,10
648,8
649,1
650,1
651,22
652,10
653,8
654,1
655,1
656,22
657,1
658,1
659,21
660,1
661,17
662,21
663,22
664,22
665,2
666,1
667,41
668,8
669,2
670,2
671,1
672,14
673,17
674,1
675,1
676,1
677,42
678,1
679,1
680,8
681,9
682,20
683,20
684,21
685,1
686,42
687,1
688,10
689,42
690,1
691,13
692,10
693,1
694,10
695,21
696,1
